Var1,ASP14_i10_plus_low
GUAPRT,1.9745
GUAt,NaN
GULLACter,NaN
GULN3D,NaN
GULNDer,NaN
GULNter,NaN
GUR1PP,NaN
H2CO3D,NaN
H2CO3Dm,NaN
H2ETer,0.35
H2MTer_L,NaN
H2MTer_U,NaN
H2O2syn,NaN
H2O2t,NaN
H2O2tly,NaN
H2O2tm,NaN
H2O2tn,NaN
H2O2tp,NaN
H2Ot,NaN
H2Oter,NaN
H2Otg,NaN
H2Otly,NaN
H2Otm,NaN
H2Otn,NaN
H2Otp,NaN
H3ETer,0.35
H3MTer_L,NaN
H3MTer_U,NaN
H4ET3er,1.3245
H4ETer,0.35
H5MTer_L,NaN
H5MTer_U,NaN
H6_ET2er,0.901
H6ET3er,1.3245
H6_ETer,0.35
H6MTer_L,NaN
H6MTer_U,NaN
H7ET2er,0.901
H7_ETer,0.35
H7MTer_L,NaN
H7MTer_U,NaN
H7_TAer,0.8285
H8MTer_L,NaN
H8MTer_U,NaN
H8TAer,0.8285
HACD1m,2.375
HACD1x,1.6675
HACD9m,1.6655
HAS1,NaN
HAS2,NaN
HAtly,NaN
HBZOPT10m,NaN
HCO3_CLt,0.2105
HCOUMARINte,NaN
HDCAter,NaN
HDCAtr,NaN
HDCEAtr,NaN
HDD2COAtx,NaN
HESTRATRIOLte,NaN
HESTRATRIOLtr,NaN
HEX1,1.7935
HEX10,1.7935
HEX4,1.7935
HEX7,1.7935
HEXCCOAtx,NaN
HEXCCPT1,0.523
HEXCCPT2,NaN
HEXCCRNt,NaN
HEXCt,NaN
HGNTOR,NaN
HIBDm,1.4085
HISD,NaN
HISDC,NaN
HISt4,3.207
HISTASE,NaN
HISTAtu,NaN
HISTAVESSEC,0.4975
HIStiDF,NaN
HIStN1,NaN
HKt,NaN
HKYNH,NaN
HMBS,0.1315
HMGCOARr,1.7235
HMGCOASi,1.4225
HMGCOASim,NaN
HMGCOAtm,NaN
HMGCOAtx,NaN
HMGLm,0.291
HMGLx,0.291
HOMt4,1.5115
HOXG,1.892
HPACtr,NaN
HPCLx,NaN
HPDCACRNCPT1,0.523
HPDCACRNCPT2,NaN
HPDCACRNt,NaN
HPDCAt,NaN
HPYRDC,NaN
HPYRDCm,NaN
HPYRR2x,3.1215
HPYRRy,1.734
HPYRtp,NaN
HRETNtn,NaN
HS1ly,NaN
HS2ly,NaN
HS3ly,NaN
HS4ly,NaN
HSAT1ly,NaN
HSAT2ly,NaN
HSAT3ly,NaN
HSAT4ly,NaN
HSD11B1r,NaN
HSD11B2r,NaN
HSD17B1,NaN
HSD17B2r,NaN
HSD17B42x,1.6675
HSD17B4x,1.6675
HSD17B7r,NaN
HSD17B8r,NaN
HSD17B9r,NaN
HSD3A1r,NaN
HSD3A2r,NaN
HSD3B11,NaN
HSD3B11r,NaN
HSD3B12r,NaN
HSD3B13,NaN
HSD3B13r,NaN
HSD3B2r,NaN
HSD3B3r,NaN
HSD3B7P,NaN
HSPASEly,NaN
HSPGt,NaN
HSPGtly,NaN
HTAXOLte,NaN
Htg,NaN
Htm,0.5665
Htr,NaN
Htx,NaN
HXANtl,NaN
HXANtx,NaN
HXPRT,1.9745
HYPOE,NaN
HYPTROX,NaN
HYXNt,NaN
ICDHxm,1.431
ICDHy,2.1425
ICDHyp,2.1425
ICDHyrm,0.9085
IDHPOXOX2b,NaN
IDHPOXOX3,NaN
IDHPOXOX4,NaN
IDHPOXOXb,NaN
IDOAASE1ly,NaN
IDOAASE2ly,NaN
IDOAASE3ly,NaN
IDOAASE4ly,NaN
IDOURtly,1.243
IDPtn,NaN
ILEt4,NaN
ILEt5m,NaN
ILETA,2.992
ILETAm,1.0395
ILEtec,NaN
IMACTD,1.826
IMACTD_m,1.2515
IMPC,2.199
IMPD,2.22
INOSTO,NaN
INSKm,NaN
INSt,NaN
INSt4,NaN
INStl,NaN
INStm,NaN
INSTt2r,NaN
INSTt4,2.262
IPDDIx,2.0065
IPDPtr,NaN
IPDPtx,NaN
It,NaN
ITCOAL1m,0.504
ITCOALm,1.6075
ITPtn,NaN
IZPN,NaN
KAS8,0.285
KCC2t,NaN
KCCt,NaN
KDNH,NaN
KHK,NaN
KHK2,NaN
KHK3,NaN
KSII_CORE2t,NaN
KSII_CORE2tly,NaN
KSII_CORE4t,NaN
KSII_CORE4tly,NaN
KSIt,NaN
KSItly,NaN
Kt3g,NaN
KYN,NaN
KYN3OX,NaN
KYNAKGAT,NaN
KYNATESYN,NaN
LACZe,1.7955
LACZly,1.7955
LALDO,2.405
LALDO2x,0.596
LAPCOAl,0.6055
LCADi,1.826
LCADi_D,1.826
LCADi_Dm,1.886
LCADim,1.886
LCAT1e,NaN
LCTStg,NaN
LCTStl,NaN
LCYSTAT,1.6925
LCYSTATm,2.0515
LCYSTCBOXL,NaN
LDH_D,NaN
LDH_L,3.1215
LDH_Lm,3.1215
LEUKTRA4t,NaN
LEUKTRA4tr,NaN
LEUKTRB4t,NaN
LEUKTRB4tr,NaN
LEUKTRC4t,NaN
LEUKTRD4t,NaN
LEUKTRD4tr,NaN
LEUKTRE4t,NaN
LEUKTRF4t,NaN
LEUt4,2.085
LEUt5m,NaN
LEUTA,2.992
LEUTAm,1.0395
LEUtec,NaN
LFORKYNHYD,NaN
LGNCCOAtx,NaN
LGNCCPT1,0.523
LGNCCPT2,NaN
LGNCCRNt,NaN
LGNCt,NaN
LGTHL,2.47
LIMNENte,NaN
LINKDEG1ly,NaN
LINKDEG2ly,NaN
LINKDEG3ly,NaN
LINKDEG4ly,NaN
LIPOti,1.3335
L_LACDcm,NaN
L_LACt2r,2.384
L_LACt4r,NaN
L_LACtcm,NaN
L_LACtm,2.384
LNELDCCPT1,0.523
LNELDCCPT2,NaN
LNELDCCRNt,NaN
LNELDCt,NaN
LNLCCPT1,0.523
LNLCCPT2,NaN
LNLCCRNt,NaN
LNLCt,NaN
LNLNCACPT1,0.523
LNLNCACPT2,NaN
LNLNCACRNt,NaN
LNLNCAt,NaN
LNLNCGCPT1,0.523
LNLNCGCPT2,NaN
LNLNCGCRNt,NaN
LNLNCGt,NaN
LNS14DM,NaN
LNSTLSr,0.9725
LPASE,NaN
LPCHOLt,NaN
LPCOXp,NaN
LPS,NaN
LPS2,NaN
LPS2e,NaN
LPS3,1.861
LPS3e,NaN
LPS4e,NaN
LPSe,NaN
LRAT,NaN
LRAT1,NaN
LRAT2,NaN
LS3,NaN
LSTO1r,NaN
LSTO2r,NaN
LTA4H,1.7695
LTC4CP,NaN
LTC4Sr,2.376
LTD4DP,NaN
LTDCL,NaN
LYSMTF1n,1.5635
LYSMTF2n,1.5635
LYSMTF3n,1.5635
LYSOXp,NaN
LYSt4,NaN
LYStiDF,1.5115
LYStip,NaN
LYStm,NaN
LYStn,NaN
M1316Mg,NaN
M13N2Tg,NaN
M13N4Tg,NaN
M14NTg,NaN
M16N4Tg,NaN
M16N6Tg,0.99
M16NTg,NaN
M4ATAer,0.8285
M4BET2er,0.901
M4BTAer,0.8285
M4CET3er,1.3245
M4MPDOL_Lter,NaN
M4MPDOL_Uter,NaN
M7MASNBterg,NaN
M8MASNterg,NaN
MACACI,NaN
MACOXO,NaN
MAGt,NaN
MALSO3tm,NaN
MALSO4tm,NaN
MALT,NaN
MALTe,NaN
MALTly,NaN
MALtm,NaN
MALTSULtm,NaN
MALTt1r,1.751
MAN1_6B1er,NaN
MAN1_7Ber,NaN
MAN1PT2,1.154
MAN2_6B1er,NaN
MAN2_7Cer,NaN
MAN6PI,NaN
MANt1r,1.751
MANt4,NaN
MANter,NaN
MANtg,NaN
MANtly,NaN
MAOLNOR,NaN
MAOX,NaN
MCCCrm,1.2015
MCD,NaN
MCDm,NaN
MCDp,NaN
MCITS,NaN
MCLACCYSR,NaN
MCLOR,3.1215
MCOATA,0.285
MCOATAm,NaN
MCPST,0.6185
MDH,2.628
MDHm,2.628
MDRPD,NaN
ME1m,0.248
ME2,1.3275
ME2m,0.248
MECOALm,1.6075
MECOAS1m,0.504
MELATN23DOX,NaN
MELATNOX,2.201
MEOHt2,NaN
MEOHtly,NaN
MEOHtr,NaN
MEPIVESSte,NaN
MERCPLACCYSt,NaN
MESCOALm,NaN
METAT,2.2445
METLEUex,0.7085
METS,1.4265
METt4,3.207
METtec,NaN
MEVK1x,NaN
MG1er,NaN
MG2er,NaN
MG3er,NaN
MGACONm,NaN
MGCHrm,NaN
MGSA,NaN
MGSA2,NaN
MHISOR,NaN
MI13456PK,NaN
MI13456Ptn,NaN
MI1345PKn,NaN
MI1345PP,0.8155
MI1346PKn,NaN
MI1346Ptn,NaN
MI134P4P,NaN
MI134PK,NaN
MI134PP,0.281
MI13PP,NaN
MI1456PKn,NaN
MI145P6Kn,NaN
MI145PK,NaN
MI145PKn,NaN
MI145PP,0.8155
MI14P4P,NaN
MI14PP,0.281
MI14Ptn,NaN
MI1P_Dtn,NaN
MI1PP,1.5625
MI1PS,0.473
MI3456PK,NaN
MI34PP,1.1715
MI3PP,0.243
MI4PP,0.243
MICITDr,NaN
MINOHPtn,NaN
MLTG1,NaN
MLTG1e,NaN
MLTG1ly,NaN
MM5ag,NaN
MM5bg,NaN
MM5cg,NaN
MM6ag,NaN
MM6B1ag,NaN
MM6B1bg,NaN
MM6B2g,NaN
MM6bg,NaN
MM7Ag,NaN
MM7B1g,NaN
MM7B2g,NaN
MM7Cag,NaN
MM7Cbg,NaN
MM8Ag,NaN
MM8Ber,NaN
MM8Cg,NaN
MMCD,NaN
MMCDm,NaN
MMCDp,NaN
MMEm,1.302
MMMm,1.2445
MMSAD1m,NaN
MMSAD3m,NaN
MMTSADm,NaN
MOGAT,NaN
MTAP,1.2135
MTHFC,1.748
MTHFCm,2.411
MTHFD,1.748
MTHFD2,2.411
MTHFD2m,2.411
MTHFDm,2.411
MTHGXLt,NaN
MTRI,NaN
N2M2NMASNt,NaN
N2M2NMASNtly,NaN
N3Tg,0.264
N4Tg,NaN
NABTNO,1.826
NABTNOm,1.2515
NACASPAH,NaN
NACASPtm,NaN
NACHEX10ly,1.338
NACHEX11ly,1.338
NACHEX12ly,1.338
NACHEX13ly,1.338
NACHEX14ly,1.338
NACHEX15ly,1.338
NACHEX16ly,1.338
NACHEX17ly,1.338
NACHEX18ly,1.338
NACHEX19ly,1.338
NACHEX1ly,1.338
NACHEX20ly,1.338
NACHEX21ly,1.338
NACHEX22ly,1.338
NACHEX23ly,1.338
NACHEX24ly,1.338
NACHEX25ly,1.338
NACHEX26ly,1.338
NACHEX27ly,1.338
NACHEX2ly,1.338
NACHEX3ly,1.338
NACHEX4ly,1.338
NACHEX5ly,1.338
NACHEX6ly,1.338
NACHEX7ly,1.338
NACHEX8ly,1.338
NACHEX9ly,1.338
NACHEXA10ly,1.1695
NACHEXA11ly,1.1695
NACHEXA12ly,1.1695
NACHEXA13ly,1.1695
NACHEXA14ly,1.1695
NACHEXA15ly,1.1695
NACHEXA16ly,1.1695
NACHEXA17ly,1.1695
NACHEXA18ly,1.1695
NACHEXA19ly,1.1695
NACHEXA1ly,1.1695
NACHEXA20ly,1.1695
NACHEXA21ly,1.1695
NACHEXA22ly,1.1695
NACHEXA2ly,1.1695
NACHEXA3ly,1.1695
NACHEXA4ly,1.1695
NACHEXA5ly,1.1695
NACHEXA6ly,1.1695
NACHEXA7ly,1.1695
NACHEXA8ly,1.1695
NACHEXA9ly,1.1695
NACUP,NaN
NADH2_u10m,0.3455
NADHtpu,NaN
NADHtru,NaN
NADK,NaN
NADN,NaN
NADNe,NaN
NADPHtru,NaN
NADPHtxu,NaN
NADPN,NaN
NADPNe,NaN
NADPtru,NaN
NADPtxu,NaN
NADS2,0.45
NADtn,NaN
NADtpu,NaN
NADtru,NaN
NAGA2ly,NaN
NAGAlby,NaN
NAGAly,NaN
NAGLCAly,NaN
NAHCO3_HCLt,NaN
NAIt,NaN
NaKt,1.887
NAt,2.262
NAt3_1,0.8135
NAt3_1g,NaN
NAt5,0.8135
NAtx,NaN
NBAHH_ir,1.2625
NCAMUP,NaN
NCCt,NaN
NCKt,NaN
NCNt,NaN
NDP10ex,0.8485
NDP3ex,0.8485
NDP6,1.395
NDP7er,1.8075
NDP7ex,0.8485
NDP7g,1.8075
NDP8,1.47
NDP8ex,0.8485
NDPK1,1.8815
NDPK10,1.8815
NDPK10m,1.6985
NDPK10n,1.8815
NDPK1m,1.6985
NDPK1n,1.8815
NDPK2,1.8815
NDPK2m,1.6985
NDPK2n,1.8815
NDPK3,1.8815
NDPK3m,1.6985
NDPK3n,1.8815
NDPK4,1.8815
NDPK4m,1.6985
NDPK4n,1.8815
NDPK5,1.8815
NDPK5m,1.6985
NDPK5n,1.8815
NDPK6,1.8815
NDPK6m,1.6985
NDPK6n,1.8815
NDPK7,1.8815
NDPK7m,1.6985
NDPK7n,1.8815
NDPK8,1.8815
NDPK8m,1.6985
NDPK8n,1.8815
NDPK9,1.8815
NDPK9m,1.6985
NDPK9n,1.8815
NH4t3r,NaN
NH4tn,NaN
NH4tp,NaN
NICRNS,NaN
NICRNTtn,NaN
NIFEDIPINEte,NaN
NKCC2t,1.604
NKCCt,1.604
NMNATm,NaN
NMNATn,NaN
NMNATr,NaN
NMNS,2.377
NMNtn,NaN
NMPTRCOX,NaN
NNATm,NaN
NNATn,NaN
NNATr,NaN
NNMT,1.9645
NORANMT,NaN
NOS1,NaN
NOS2,NaN
NOt,NaN
NP1,1.171
NPTHLte,NaN
NRPPHRSFt,NaN
NRPPHRSULT,NaN
NRPPHRt4_2_r,NaN
NRPPHRtu,NaN
NRPPHRVESSEC,0.4975
NRVNCCOAtx,NaN
NRVNCCPT1,0.523
NRVNCCPT2,NaN
NRVNCCRNt,NaN
NRVNCt,NaN
NS26T2g,NaN
NS26Tg,NaN
NT5C,3.052
NTD1,NaN
NTD10,3.052
NTD11,3.052
NTD12,NaN
NTD1m,NaN
NTD2,NaN
NTD2e,3.052
NTD2l,0.6055
NTD2m,NaN
NTD3,3.052
NTD3l,0.6055
NTD4,3.052
NTD4e,3.052
NTD4l,0.6055
NTD5,3.052
NTD5l,0.6055
NTD5m,NaN
NTD6,3.052
NTD6l,0.6055
NTD7,1.208
NTD7e,3.052
NTD7l,0.6055
NTD8,3.052
NTD8l,0.6055
NTD9,3.052
NTD9e,3.052
NTD9l,0.6055
NTMELYStner,NaN
NTP3e,0.8485
NTPP10,1.561
NTPP11,1.561
NTPP9,1.561
O16G1e,NaN
O16G2e,NaN
O2St,NaN
O2Stm,NaN
O2Stn,NaN
O2Stx,NaN
O2t,NaN
O2ter,NaN
O2tm,NaN
O2tn,NaN
O2tp,NaN
OAGD3te,NaN
OAGD3tg,NaN
OAGT3te,NaN
OAGT3tg,NaN
OBDHc,NaN
OCBTm,NaN
OCCOAtm,NaN
OCCOAtx,NaN
OCDCAtr,NaN
OCDCEAtr,NaN
OCOAT1m,1.704
OCTAt,NaN
ODECOAtx,NaN
OIVD1m,0.6785
OIVD2m,0.6785
OIVD3m,0.6785
OMEPRAZOLEte,NaN
OMPDC,1.3975
ONPTHLte,NaN
OPAHir,NaN
ORETNF,NaN
ORETNF2,NaN
ORETNtn,NaN
ORETNtn2,NaN
ORNDC,1.708
ORNt3m,NaN
ORNt4m,NaN
ORNTArm,2.548
ORNtiDF,1.5115
ORPT,1.3975
OXAHCOtex,1.4875
OXAtp,NaN
P45011A1m,NaN
P45011B11m,NaN
P45011B12m,NaN
P45011B21m,NaN
P45017A1r,NaN
P45017A2r,NaN
P45017A3r,NaN
P45017A4r,NaN
P45019A1r,NaN
P45019A2r,NaN
P4501B1r,2.201
P45021A1r,NaN
P45021A2r,NaN
P45027A11m,NaN
P45027A12m,NaN
P45027A13m,NaN
P45027A14m,NaN
P45027A15m,NaN
P45027A16m,NaN
P45027A1m,NaN
P4502A6,NaN
P4502C18,NaN
P4502C19,NaN
P4502C8,NaN
P4502C9,NaN
P4502C92,NaN
P4502C93,NaN
P4502C94,NaN
P4502D6,NaN
P4502E1,NaN
P4502F1,NaN
P45039A1r,NaN
P4503A4,NaN
P4503A43r,NaN
P4503A5,NaN
P4503A7r,NaN
P45046A1r,NaN
P4504B1r,NaN
P4504F121r,NaN
P4504F122r,NaN
P4504F123r,NaN
P4504F81r,NaN
P4507A1r,NaN
P4507B11r,NaN
P4507B12r,NaN
P4508B11r,NaN
P4508B13r,NaN
P450LTB4r,NaN
P450SCC1m,NaN
P5CDm,NaN
P5CRm,1.147
P5CRxm,1.147
PA_HSter,NaN
PA_HStg,NaN
PA_HStn,NaN
PACCOAL,NaN
PAFH,1.2685
PAFHe,NaN
PAFS,NaN
PAFt,NaN
PAIL_HStn,NaN
PAIL45P_HStn,NaN
PAIL4P_HStn,NaN
PAN4PP,NaN
PAPStg,0.9795
PAPtg,NaN
PCFLOPm,NaN
PCHOL_HSter,NaN
PCHOL_HStg,NaN
PCHOLP_hs,0.448
PCHOLPg_hs,0.448
PCHOLPm_hs,0.448
PCHOLPr_hs,0.448
PCLAD,NaN
PCLYSOX,NaN
PCm,NaN
PCREATtmdiffir,NaN
PCRNtc,NaN
PCRNtm,NaN
PCt,NaN
PDE1,1.7175
PDE1g,NaN
PDE4,0.1135
PDE4g,NaN
PDE4n,NaN
PDHm,1.4415
PDX5PO,1.0405
PDXPP,NaN
PE_HSter,NaN
PE_HStg,NaN
PE_HStm,NaN
PEAMNO,NaN
PECGONCOATr,NaN
PEFLIP,NaN
PEFLIPm,NaN
PEPCK,NaN
PEPCKm,NaN
PEPLYStn,NaN
PERILLYLte,NaN
PEROXx,1.6675
PEt,NaN
PETHCT,NaN
PETOHMm_hs,0.827
PETOHMr_hs,0.827
PFK,1.9455
PFK26,1.323
PGCD,1.9945
PGDI,NaN
PGDIr,NaN
PGESr,0.442
PGI,2.435
PGISr,NaN
PGK,2.763
PGL,0.6615
PGLer,NaN
PGLYCP,NaN
PGLYCt,NaN
PGM,2.25
PGMT,1.1745
PGPP_hs,NaN
PGPPT,NaN
PGS,NaN
PGSr,NaN
PHACCOAGLNAC,NaN
PHCDm,NaN
PHCHGSm,NaN
PHEACGLNt,NaN
PHEMEt,NaN
PHEMEtm,NaN
PHEt4,3.207
PHETA1,1.6925
PHETA1m,2.0515
PHEtec,NaN
PHETHPTOX2,NaN
PHYCBOXL,NaN
PHYHx,1.1405
PHYQt,NaN
PHYTt,NaN
PI345P3P,2.58
PI345P3Pn,2.58
PI345P5P,2.292
PI345P5Pn,NaN
PI34P3Pn,NaN
PI34P4Pn,NaN
PI34P5K,0.323
PI34P5Kn,NaN
PI3P3Pn,NaN
PI3P4K,1.268
PI3P4Kn,NaN
PI3P5K,0.323
PI45P3K,1.281
PI45P3Kn,NaN
PI45P4P,NaN
PI45P5P,2.292
PI45P5Pn,NaN
PI45PLC,1.6785
PI45PLCn,1.6785
PI4P3K,1.3235
PI4P3Ker,NaN
PI4P3Kn,NaN
PI4P5K,2.5885
PI4P5Kn,NaN
PI4PLC,1.6785
PI4PLCn,1.6785
PI4PP,NaN
PI5P3K,1.3235
PI5P3Ker,NaN
PI5P4K,1.268
PI5P4Kn,NaN
PIACGT,1.25
PIK3,1.3235
PIK3er,NaN
PIK3n,NaN
PIK4,1.268
PIK4n,NaN
PIK5,0.323
PIK5n,NaN
PIPLC,1.6785
PIPLCn,1.6785
PIt2m,NaN
PIt7,NaN
PIter,NaN
PItg,NaN
PItn,NaN
PItx,NaN
PLA2,NaN
PLA2_2,1.094
PLA2_2e,1.094
PLYSPSer,1.339
PMANM,1.6245
PMEVKx,NaN
PMI12346PH,NaN
PMI12346PHn,1.572
PMI1346PH,NaN
PMI1346PHn,1.572
PMTCOAtx,NaN
PNP,1.171
PNTEH,NaN
PNTK,1.211
PNTKm,NaN
PNTOt5,1.3335
PPA,2.3825
PPA2,NaN
PPA2m,NaN
PPAer,1.399
PPAm,2.203
PPAn,NaN
PPAP,NaN
PPAt,NaN
PPAtm,NaN
PPBNGS,NaN
PPCDC,0.549
PPCOACm,NaN
PPCOAOm,1.756
PPD2CSPp,NaN
PPDOx,0.596
PPDOy,2.5265
PPItr,NaN
PPItx,NaN
PPM,1.1745
PPMI12346Ptn,NaN
PPMI1346Ptn,NaN
PPNCL3,1.659
PPOR,NaN
PPPG9tm,NaN
PPPGOm,NaN
PPPItn,NaN
PRAGSr,2.202
PRASCS,2.2625
PRDX,2.907
PRDXl,NaN
PRFGS,0.8895
PRGNLONESULT,NaN
PRGNLONEtm,NaN
PRGNLONEtr,NaN
PRGSTRNt,NaN
PRISTANALtx,NaN
PRISTCOAtx,NaN
PRISTtx,NaN
PRO1xm,NaN
PROAKGOX1r,2.2565
PROD2,NaN
PROD2m,NaN
PRODt2r,NaN
PRODt2rL,NaN
PROSTGD2t,NaN
PROSTGE1t,NaN
PROSTGE1t3,0.6345
PROSTGE2t,0.619
PROSTGE2t2,NaN
PROSTGE2t3,0.6345
PROSTGF2t,NaN
PROSTGH2t,NaN
PROSTGI2t,NaN
PROSTGI2tr,NaN
PROt2r,NaN
PROt2rL,NaN
PROt4,3.207
PROtm,NaN
PRPNCOAHYDm,2.383
PRPNCOAHYDx,NaN
PRPPS,1.5285
PS_HSter,NaN
PS_HStg,NaN
PSDm_hs,0.4335
PSERT,2.06
PSFLIP,NaN
PSFLIPm,NaN
PSP_L,1.5565
PSSA1_hs,0.793
PSSA2_hs,NaN
PSt3,NaN
PTDCACRNCPT1,0.523
PTDCACRNCPT2,NaN
PTDCACRNt,NaN
PTDCAt,NaN
PTE2x,0.712
PTE3x,0.3605
PTE4x,0.3605
PTE5x,0.3605
PTHPS,1.746
PTHPSn,1.746
PTPAT,1.1255
PTRCAT1,2.662
PTRCOX1,NaN
PUNP1,1.171
PUNP2,1.171
PUNP3,1.171
PUNP4,1.171
PUNP5,1.171
PUNP6,1.171
PUNP7,1.171
PVD3,NaN
PYAM5POr,1.0405
PYAM5Ptm,NaN
PYDAMK,1.646
PYDAMtr,NaN
PYDX5Ptm,NaN
PYDXDH,NaN
PYDXK,1.646
PYDXNK,1.646
PYDXNtr,NaN
PYDXPP,NaN
PYDXtr,NaN
PYK,3.086
PYLALDOX,1.826
PYLALDOXm,1.2515
PYNP2r,1.471
PYRt2m,2.384
PYRt2p,2.384
PYRt2r,2.384
QUILSYN,NaN
RADH,NaN
RADH2,NaN
RADH3,NaN
RADH4,NaN
RAHY,NaN
RAI1,NaN
RAI2,NaN
RAI3,0.887
RAI4,NaN
RAtn,NaN
RAtn3,NaN
RBFK,NaN
RBK,NaN
RBK_D,NaN
RBTt,NaN
RDH1,NaN
RDH1a,2.074
RDH2,NaN
RDH2a,2.074
RDH3,NaN
RDH3a,2.074
RDH4,NaN
RETFA,NaN
RETFAt,NaN
RETFAt1,NaN
RETFAt2,NaN
RETH,0.908
RETH1,NaN
RETH1e,NaN
RETH2,NaN
RETH2e,NaN
RETHe,NaN
RETI1,NaN
RETI2,NaN
RETI3,NaN
RETNCOA,NaN
RETNGLCt,NaN
RETNGLCt2,NaN
RETNGLCt2r,NaN
RETNGLCtr,NaN
RETNt,NaN
RETNtr,NaN
RETNtr2,NaN
RETt,NaN
RIBFLVt3,NaN
RIBt,NaN
RIBt2,NaN
RNDR1,0.3875
RNDR2,0.3875
RNDR3,0.3875
RNDR4,0.3875
RNMK,NaN
RPE,1.8445
RPI,NaN
RTOT_2,NaN
RTOT_3,NaN
RTOT1,NaN
RTOT2,NaN
RTOT3,NaN
RTOT4,NaN
RTOT5,NaN
RTOT6,NaN
RTOTAL2CRNCPT1,0.523
RTOTAL2CRNCPT2,NaN
RTOTAL2CRNt,NaN
RTOTAL2t,NaN
RTOTAL3CRNCPT1,0.523
RTOTAL3CRNCPT2,NaN
RTOTAL3CRNt,NaN
RTOTAL3t,NaN
RTOTALCRNCPT1,0.523
RTOTALCRNCPT2,NaN
RTOTALCRNt,NaN
RTOTALt,NaN
Rtotaltl,NaN
Rtotaltp,NaN
S23T2g,0.3185
S23T3g,NaN
S23T4g,0.3185
S23Tg,NaN
S26Tg,NaN
S2L2FN2M2MASNt,NaN
S2L2FN2M2MASNtly,NaN
S2L2N2M2MASNtly,NaN
S2T1g,NaN
S2T2g,NaN
S2T3g,NaN
S2T4g,1.131
S2TASE1ly,2.036
S2TASE2ly,2.036
S2TASE3ly,2.036
S2TASE4ly,NaN
S2TASE5ly,NaN
S3T1g,NaN
S3T2g,NaN
S3T3g,NaN
S3TASE1ly,NaN
S3TASE2ly,NaN
S3TASE3ly,NaN
S4T1g,0.476
S4T2g,0.476
S4T3g,0.476
S4T4g,NaN
S4T5g,NaN
S4T6g,0.476
S4TASE1ly,1.7345
S4TASE2ly,1.7345
S4TASE3ly,1.7345
S4TASE4ly,1.7345
S4TASE5ly,1.7345
S6T10g,NaN
S6T11g,NaN
S6T12g,NaN
S6T13g,NaN
S6T14g,NaN
S6T15g,0.9695
S6T16g,NaN
S6T17g,NaN
S6T18g,0.9695
S6T19g,0.9695
S6T1g,NaN
S6T20g,0.9695
S6T21g,0.9695
S6T22g,NaN
S6T23g,NaN
S6T24g,0.9695
S6T25g,0.8175
S6T2g,NaN
S6T3g,0.9695
S6T4g,NaN
S6T5g,NaN
S6T6g,NaN
S6T7g,NaN
S6T8g,NaN
S6T9g,NaN
S6TASE10ly,0.581
S6TASE11ly,1.812
S6TASE12ly,1.812
S6TASE13ly,1.812
S6TASE14ly,1.812
S6TASE15ly,1.812
S6TASE16ly,1.812
S6TASE17ly,1.812
S6TASE18ly,1.812
S6TASE19ly,1.812
S6TASE1ly,1.812
S6TASE20ly,1.812
S6TASE21ly,1.812
S6TASE22ly,0.581
S6TASE23ly,1.812
S6TASE24ly,1.812
S6TASE25ly,0.581
S6TASE26ly,1.812
S6TASE2ly,1.812
S6TASE3ly,1.812
S6TASE4ly,0.581
S6TASE5ly,0.581
S6TASE6ly,0.581
S6TASE7ly,0.581
S6TASE8ly,0.581
S6TASE9ly,0.581
SACCD3m,1.1955
SACCD4m,1.1955
SADT,2.6625
SALMCOM,1.842
SALMCOM2,NaN
SAMHISTA,NaN
SARCOXp,NaN
SARCStex,NaN
SARCStm,NaN
SARCStp,NaN
SARDHm,NaN
SBPP1er,0.566
SBPP3er,0.566
SBTD_D2,1.2395
SBTR,2.5265
SCP21x,2.11
SCP22x,2.11
SCP2x,2.11
SCPx,2.11
SEAHCYSHYD,2.2325
SEAHCYStn,NaN
SEASMETtn,NaN
SELADT,2.6625
SELCYSLY,NaN
SELCYSLY2,NaN
SELCYSTGL,0.949
SELCYSTS,0.8245
SELMETAT,2.2445
SELNPS,NaN
SELt4_3,NaN
Ser_Thrtg,NaN
SERALANaEx,2.0425
SERASNNaEx,2.0425
SERCYSNaEx,2.0425
SERDGLNexR,2.085
SERDGLYexR,2.085
SERGLNexR,2.085
SERGLNNaEx,2.0425
SERGLYexR,2.085
SERHL,NaN
SERLYSNaex,NaN
SERPT,1.3175
SERt4,3.207
SERTHRNaEx,2.0425
SERtN1,NaN
SERtp,NaN
SFGTH,2.2475
SGALSIDEtg,NaN
SGALSIDEtl,NaN
SGPL11r,2.0115
SGPL12r,2.0115
SIAASE,NaN
SIAASE2ly,0.581
SIAASE3ly,0.581
SIAASE4ly,0.581
SIAASEly,0.581
SIAT4Bg,0.3185
SIAT9g,0.8975
sink_citr_c,NaN
sink_pre_prot_r,NaN
SLCBK1,NaN
SLDt,NaN
SLDx,2.628
SLDxm,2.3875
SMPD3g,0.987
SMPD3l,NaN
SMPD4,NaN
SMS,NaN
SO4CLtex2,NaN
SO4HCOtex,1.4875
SO4OXAtex2,NaN
SO4t4_2,NaN
SO4tl,NaN
SOAT11,1.6095
SOAT11r,1.6095
SOAT12,1.6095
SOAT12r,1.6095
SPC_HSt,NaN
SPH1Pte,NaN
SPH1Ptr,NaN
SPHGNtr,NaN
SPHINGStl,NaN
